Cust_ID,RM,ACCT_BAL,ACCT_BAL_FY_START
2245,43,2227119,1052131
2246,47,963670,3294582
2247,10,2331724,4965364
2248,22,2890604,4359689
2249,23,178958,2371137
2250,6,3494182,969119
2251,43,3577259,2871090
2252,31,2457319,2493316
2253,25,1382156,3859800
2254,23,1312289,2880338
2255,31,3704233,1537636
2256,30,4012869,2851599
2257,47,815844,219442
2258,8,1193482,1351111
2259,20,4265535,3968401
2260,37,4030440,3968359
2261,26,24300,334061
2262,3,850295,2991967
2263,38,137373,3014085
2264,32,4082852,2772363
2265,49,1814526,488546
2266,11,763386,2427525
2267,29,3616102,1206576
2268,3,409284,2727133
2269,8,3244589,546594
2270,20,2148554,3107355
2271,20,1220469,3652766
2272,12,456273,4022723
2273,18,3487655,112565
2274,2,2486547,2858278
2275,18,3547824,900900
2276,50,4061806,1259167
2277,49,2634637,4543824
2278,46,1250229,5270888
2279,21,3800898,4122271
2280,17,2212556,2436763
2281,8,3347748,3593256
2282,23,4330103,2716451
2283,27,4156188,5001341
2284,1,2751035,2245515
2285,44,4254850,3649507
2286,38,2328233,1823145
2287,7,4118131,4169271
2288,22,2358043,3799009
2289,43,1190700,5038648
2290,3,937783,1773014
2291,32,2843102,1025819
2292,11,229576,347261
2293,31,4343436,3692544
2294,30,580206,1579296
2295,19,2369075,2127720
2296,28,630369,1453433
2297,48,2593819,616076
2298,19,2973885,2333049
2299,7,1165966,4607652
2300,15,780306,5015116
2301,27,3396379,1280319
2302,31,1653527,1447255
2303,18,149538,343346
2304,33,2115735,5222476
2305,20,1065969,4225219
2306,12,1750762,1597343
2307,32,2405455,1246775
2308,32,3417968,1370531
2309,3,3296931,3137009
2310,38,1164226,4046116
2311,49,413866,272691
2312,16,215093,4124905
2313,1,598539,1423414
2314,35,950569,1599658
2315,1,1378432,2428851
2316,13,3223983,3889975
2317,21,1191583,4315564
2318,43,3855308,2063836
2319,46,1627302,977255
2320,40,2700558,1909950
2321,5,2467068,4225845
2322,8,1210426,4468878
2323,10,2098735,2930291
2324,30,1364805,3528867
2325,10,1586138,5309192
2326,27,2393876,4408719
2327,22,611211,2575079
2328,35,4252394,5299360
2329,18,3066468,2639142
2330,35,1911909,481498
2331,15,4111755,1015703
2332,43,992177,4018449
2333,8,2564072,3175365
2334,10,2716246,1569441
2335,22,3002389,3684938
2336,33,3746848,4824768
2337,18,1440797,3049345
2338,34,4148312,3148635
2339,48,3637853,2466542
2340,49,2384734,3847956
2341,17,727673,2658622
2342,39,160400,4816514
2343,28,2567699,2113916
2344,17,4343143,4215579
2345,28,3217114,5359141
2346,22,1533899,2350404
2347,17,766177,1724679
2348,46,163410,2557409
2349,13,2563492,786795
2350,12,312606,3260778
2351,48,3195464,1045493
2352,6,4316813,996441
2353,46,1152493,1149437
2354,39,2731896,3878687
2355,26,2362097,2843166
2356,30,3567107,4252559
2357,32,4231288,2527003
2358,12,1960875,2111147
2359,20,501473,4657332
2360,20,1531439,795616
2361,4,2363304,4133873
2362,33,4178413,362557
2363,25,416394,2406553
2364,46,3169115,3647153
2365,1,4350216,3835251
2366,32,2646556,268445
2367,24,910502,4558908
2368,49,2607048,5405775
2369,28,432631,5395681
2370,7,2643802,3551396
2371,46,603080,4023296
2372,32,4304527,5034896
2373,41,3559951,1342
2374,1,3623699,3621160
2375,13,2536240,2262549
2376,38,3813235,2840200
2377,38,176285,4371258
2378,37,2471350,5377193
2379,27,1450428,1188678
2380,13,70003,1619807
2381,12,1434994,3844739
2382,24,1662238,673914
2383,50,1669972,1502863
2384,35,3749283,3637431
2385,23,2335662,1577901
2386,11,2055367,140334
2387,17,3876670,291238
2388,50,938608,1111866
2389,46,1891063,211409
2390,12,350277,5185274
2391,7,3324304,4105681
2392,36,1910881,5215248
2393,48,812444,1324630
2394,42,4236132,1548266
2395,44,1470594,2728210
2396,14,2654358,1234364
2397,24,2702721,2905217
2398,39,4135518,2619319
2399,21,2062677,3893484
2400,17,3669771,5165980
2401,32,175377,3006287
2402,13,3850669,3301438
2403,38,1836323,1876077
2404,27,1695300,5274911
2405,44,3099359,2354467
2406,6,2263814,4974929
2407,47,317687,5265532
2408,46,3485967,1752367
2409,28,2963445,1504080
2410,35,4057186,2232615
2411,6,2751962,4483885
2412,42,2289379,4404009
2413,26,3021797,2419184
2414,40,3585384,2009793
2415,22,3457156,3904118
2416,37,4136450,3198954
2417,43,1526924,4482731
2418,26,3787127,1189275
2419,42,199119,854168
2420,36,177432,1550318
2421,18,3960232,2033571
2422,28,3219416,830039
2423,30,755695,3555166
2424,32,3546743,5355605
2425,12,1743841,2963214
2426,49,863980,2492607
2427,35,909171,5091246
2428,31,1818947,861841
2429,21,151494,4585945
2430,33,3549728,3646807
2431,4,3675241,3973993
2432,38,294288,5238828
2433,22,808876,3290177
2434,31,4288668,314569
2435,45,3423194,4516514
2436,30,3838892,1756799
2437,32,3587639,1639990
2438,38,1281812,626699
2439,3,1084823,1031198
2440,27,3047965,2629582
2441,5,2040692,3106344
2442,27,2857698,1158929
2443,11,2593690,2888248
2444,2,1886063,876194
2445,39,3821187,1025737
2446,12,2303495,4612898
2447,22,2888393,5052400
2448,17,1905892,2698978
2449,31,1969411,5204571
2450,4,1967487,5324934
2451,21,3354792,2030395
2452,47,1202359,1016995
2453,17,4334996,4233221
2454,40,1467233,1539506
2455,12,1428401,2892791
2456,15,1180430,355119
2457,33,2959591,3733864
2458,19,2218346,2585757
2459,32,2267228,45207
2460,32,2430454,4031452
2461,36,3294448,2287867
2462,28,3391717,3930823
2463,26,1603547,3178461
2464,34,461460,3144311
2465,9,2853609,972578
2466,46,1013707,4154037
2467,43,1312110,88323
2468,14,330154,2303027
2469,22,318939,472534
2470,21,3974826,3815557
2471,39,3579320,3075336
2472,13,1717364,5096531
2473,7,3968337,1121480
2474,9,322553,2453577
2475,24,4049049,35739
2476,5,1962452,1619661
2477,44,2713139,3126331
2478,40,2259330,2937429
2479,2,1988665,4211793
2480,6,3659332,440535
2481,9,1781657,4044886
2482,49,3212014,3667956
2483,41,763138,2341028
2484,6,779960,4021030
2485,26,1727810,3580294
2486,4,1684853,1347363
2487,12,3605152,1423292
2488,27,2922754,3007900
2489,5,3246579,3658292
2490,5,1508356,3044054
2491,9,414629,2533175
2492,34,1487024,3489338
2493,36,1083203,1245291
2494,38,3765526,1811077
2495,5,4291488,1014932
2496,12,4073043,5349487
2497,17,287665,1887379
2498,3,3099729,1029808
2499,4,3205878,1549499
2500,35,2277062,2218762
2501,22,3204080,1635306
2502,6,766462,1029141
2503,43,3397035,2657450
2504,6,3463287,4704715
2505,26,1318090,3701715
2506,19,3456567,787260
2507,44,2758623,505747
2508,34,2298476,5153960
2509,18,2706053,3215716
2510,19,930813,3518928
2511,5,1468286,336764
2512,49,3196160,2081280
2513,29,1595375,2090565
2514,43,4148145,698036
2515,36,2307409,4281838
2516,22,798191,5146446
2517,31,3308933,1446594
2518,27,3207026,2129572
2519,39,2990820,719896
2520,38,2309765,3005890
2521,39,4159550,536652
2522,37,3275181,5068929
2523,11,1170970,2487282
2524,18,205234,2675103
2525,8,1511746,2904145
2526,45,1593920,3655713
2527,45,2164498,781443
2528,10,2773106,4902129
2529,50,808798,3835089
2530,47,1245697,4898600
2531,40,1728252,3039265
2532,22,2091498,3240883
2533,23,3402957,852084
2534,30,2803820,2991053
2535,10,4143890,2811328
2536,21,1864639,1517016
2537,44,3679557,2929715
2538,28,3287767,2422240
2539,28,4110051,1999363
2540,11,1372983,5230037
2541,21,312134,3045783
2542,12,1737473,3345639
2543,14,2838755,3232127
2544,25,3282267,1458936
2545,24,301630,1009030
2546,25,2716118,2077349
2547,40,1400419,3505693
2548,21,3050173,2272885
2549,47,2803735,1526533
2550,41,4258079,151755
2551,18,1919316,3062998
2552,16,481183,873002
2553,8,2132820,2974739
2554,49,2718612,598765
2555,3,2302613,4153140
2556,49,1299986,1768146
2557,44,2564128,2142004
2558,28,3552217,741829
2559,20,1370540,4830396
2560,18,1695381,4351750
2561,15,3594659,2816389
2562,25,3602815,5371548
2563,20,885957,2565626
2564,46,755507,3498595
2565,38,1258030,665381
2566,15,8579,1053
2567,17,3902406,3035085
2568,21,611885,3193478
2569,30,2993466,4301449
2570,13,2225195,2645151
2571,26,2288753,4246835
2572,22,783271,4691258
2573,23,2701691,2917839
2574,10,1236454,5218755
2575,48,2696770,3589431
2576,11,1934118,1661290
2577,2,2579694,3105300
2578,24,2575648,763363
2579,30,2672989,1457850
2580,45,3888280,2012350
2581,16,2917375,1586431
2582,6,1897142,1411392
2583,15,2165524,4284621
2584,16,2459967,3800387
2585,13,2972081,5288877
2586,49,3415679,1002336
2587,15,1571368,3301152
2588,27,4339922,436209
2589,30,2142014,2337994
2590,34,4194036,1153021
2591,43,1247590,571553
2592,13,2633605,3160021
2593,7,3926246,3486874
2594,26,1597835,4913559
2595,5,505199,3438279
2596,40,854125,3523753
2597,29,2368216,176094
2598,8,3524692,3994651
2599,22,963678,1917161
2600,21,1584370,1227347
2601,8,2670370,1979527
2602,3,2670886,3617929
2603,37,2896429,1027699
2604,47,714031,684406
2605,3,662096,4148347
2606,29,1059052,5414370
2607,28,3209608,4922510
2608,17,2560668,167943
2609,17,1581067,1304914
2610,42,1763313,3240445
2611,33,3226295,4067922
2612,42,1474071,4329983
2613,34,1771347,1240747
2614,29,2021416,408268
2615,41,2727148,5301607
2616,11,3665116,854302
2617,50,3291764,2453633
2618,37,2824812,4294910
2619,20,2095394,1686639
2620,42,2961308,268504
2621,6,2076871,378792
2622,40,520359,4723910
2623,32,2633257,3386977
2624,44,210527,2175705
2625,13,972186,1675478
2626,37,648407,2195009
2627,16,1841083,3873079
2628,31,1558253,599659
2629,33,4230770,3676907
2630,14,798689,2487788
2631,45,845122,869421
2632,28,3258346,1851902
2633,22,1592982,1025778
2634,49,3488533,1877371
2635,40,458677,3326202
2636,31,3849409,3633142
2637,22,3218847,4693499
2638,45,343656,1314124
2639,9,3915681,4559322
2640,9,122706,3509744
2641,26,4148041,2625381
2642,19,4062672,3500430
2643,24,2184941,4441515
2644,17,2237478,4988046
2645,22,1178266,110437
2646,48,2766330,3348649
2647,7,1576128,122659
2648,37,1409864,498409
2649,10,3923610,5355695
2650,6,1437855,4002686
2651,40,4290386,1741861
2652,5,3566225,3217528
2653,2,2081784,318890
2654,2,2904536,2718102
2655,11,4188822,4731004
2656,11,4029124,3581010
2657,7,2702010,1725860
2658,17,4235558,4385730
2659,35,2294352,222802
2660,4,278528,2670026
2661,10,3202022,4126213
2662,50,2012141,2084285
2663,5,262496,4577086
2664,11,2756218,753646
2665,30,2129354,1747839
2666,1,1653094,2704339
2667,26,3461667,437379
2668,11,4076921,2434513
2669,27,2276717,3749342
2670,38,2122464,1010864
2671,23,2149759,2280381
2672,4,3184028,944147
2673,20,1530646,2592015
2674,34,2168328,18972
2675,7,757698,4512124
2676,12,1066352,426684
2677,4,2093569,2797555
2678,10,3458818,1040091
2679,43,1030461,2994085
2680,14,1188126,1696687
2681,29,3418490,5170934
2682,21,1158339,3937883
2683,31,3324488,911668
2684,14,1002107,1639127
2685,19,582520,913213
2686,35,699796,3748690
2687,24,3963729,860918
2688,20,864422,102921
2689,18,1443991,3385984
2690,45,3687766,3316935
2691,38,2239803,677818
2692,49,657691,4133727
2693,41,1923705,4673878
2694,49,2136681,1332824
2695,21,1213459,3982795
2696,9,16053,4201468
2697,38,1226100,906087
2698,13,3366412,292443
2699,48,916641,3633806
2700,9,2046347,2811619
2701,43,2651641,3171041
2702,42,74983,1958521
2703,22,2417958,206113
2704,36,2782420,648395
2705,9,1097377,398975
2706,48,816203,3453834
2707,25,2510499,5351425
2708,42,1287356,2706658
2709,39,2503789,2595257
2710,24,455994,3683985
2711,31,401309,5074203
2712,39,2567770,657626
2713,5,3027794,1988972
2714,20,128415,3800025
2715,45,1073953,303980
2716,19,2312367,1866398
2717,38,2284475,798880
2718,47,4157321,4226187
2719,2,2608908,2812815
2720,31,1877028,1460623
2721,24,3762242,1698888
2722,13,3869424,1904747
2723,41,786238,4609876
2724,5,2837133,137996
2725,22,3255954,1335452
2726,39,1911294,1074224
2727,15,3838490,757645
2728,14,1345338,3509512
2729,31,2350766,4588019
2730,6,2879978,1005275
2731,17,888504,2580644
2732,46,696896,3102655
2733,9,2349998,4332052
2734,47,1785214,5038513
2735,46,2282091,3874883
2736,46,3924232,4382534
2737,36,490326,144820
2738,34,2181369,463577
2739,15,4107216,1985450
2740,34,1874651,2388551
2741,10,208009,1680299
2742,12,671733,2089584
2743,7,744125,3895045
2744,12,3367352,4146514
2745,39,1520717,1614868
2746,12,3303126,3133166
2747,34,1888539,2188890
2748,28,1709655,1199965
2749,16,1559956,4371590
2750,39,1129004,2173140
2751,18,1724093,4992229
2752,27,451136,4675548
2753,34,3039191,1292762
2754,11,1302186,5120932
2755,49,4274490,902878
2756,4,2622531,2027520
2757,32,3733418,2217781
2758,5,3422220,1357757
2759,27,3862455,4208075
2760,32,4035869,3112719
2761,13,3031965,919870
2762,28,4023880,2359112
2763,31,4008978,1756847
2764,9,1610554,5157847
2765,15,3212303,3079049
2766,9,3890267,4109807
2767,38,2719787,2178599
2768,15,3271330,1297553
2769,14,2078972,2352414
2770,10,3521143,5339148
2771,13,357839,1803701
2772,35,3390187,77353
2773,17,184685,5416630
2774,49,1726281,3622100
2775,1,1973237,3093740
2776,38,604178,2877020
2777,6,583946,5073741
2778,20,2085281,3456231
2779,43,3892510,128059
2780,34,3902917,746892
2781,50,2603972,2458071
2782,13,3112054,2830292
2783,11,2466775,5315706
2784,41,158479,1572876
2785,45,2053384,980761
2786,37,2022540,1764332
2787,40,2107025,217845
2788,40,1627053,125600
2789,10,201218,138032
2790,18,3146953,2472168
2791,38,3784855,838885
2792,22,4036873,687484
2793,43,2197833,2233001
2794,6,2982673,2750501
2795,47,1192170,4315104
2796,8,176184,2408569
2797,15,3280881,2863038
2798,13,141335,440970
2799,5,4177668,3988958
2800,3,2993609,1616472
2801,40,4074976,753950
2802,48,197972,4596271
2803,27,1081887,26186
2804,4,455529,1209169
2805,32,2476146,160025
2806,24,1471917,2193128
2807,38,3593627,5215656
2808,33,3632324,3711685
2809,10,837248,2799780
2810,43,2248749,2275593
2811,6,2208415,4573503
2812,28,2862402,2204685
2813,24,2071113,4252975
2814,22,3903184,719739
2815,46,2918103,5194599
2816,15,1214443,5134344
2817,31,15203,131078
2818,6,254267,4277704
2819,5,196461,3609713
2820,9,3604557,1757182
2821,23,2302287,3627037
2822,16,1963324,3426224
2823,20,1977422,3377951
2824,47,1544076,3552248
2825,26,4264580,3409228
2826,8,431144,787490
2827,44,4111030,5024812
2828,19,3721931,4961858
2829,26,3722861,2097275
2830,35,2274618,3785300
2831,50,721031,690146
2832,2,3589202,3685794
2833,33,2812939,105890
2834,23,906105,1507434
2835,3,2486715,1841439
2836,13,4326830,2273557
2837,26,1824583,748107
2838,2,711826,945515
2839,29,433807,884797
2840,3,812968,3170342
2841,10,2735160,5090003
2842,43,1550734,685187
2843,42,638141,1475469
2844,2,1001858,2352988
2845,43,1082412,498107
2846,4,2593212,2553168
2847,25,2064948,3409470
2848,42,3930227,587525
2849,48,1048964,2299710
2850,40,597349,2485203
2851,40,238004,1808391
2852,14,3964076,2298956
2853,44,2105458,4679577
2854,2,3254823,134605
2855,49,3009106,5228770
2856,50,1137793,3268993
2857,8,2792324,1890635
2858,7,3295640,1022785
2859,38,2426127,1542619
2860,30,4254688,5394949
2861,47,198917,2434351
2862,26,2332607,3542140
2863,28,2975100,1340236
2864,33,1366953,166273
2865,13,2518292,3909633
2866,46,3936325,4291231
2867,47,2591326,3895329
2868,17,3116685,3202448
2869,40,282408,2410172
2870,3,1218426,1945164
2871,26,3939407,4288024
2872,50,1727581,3198453
2873,40,328970,432299
2874,39,2103904,953041
2875,44,2436841,2557796
2876,8,2680957,553497
2877,15,491840,3689094
2878,45,3216200,786963
2879,30,1343911,5061924
2880,50,2468139,3455656
2881,28,2560513,2651564
2882,45,1902473,5123341
2883,3,966712,1630323
2884,14,1516175,3063621
2885,20,1700784,837866
2886,30,186237,4507209
2887,47,3502055,953154
2888,28,1577362,2213188
2889,49,2545956,623440
2890,3,461977,4799747
2891,33,3839464,4982637
2892,50,3498338,2830767
2893,4,2415599,3759539
2894,31,1254705,3006503
2895,45,2494352,5428462
2896,38,1613735,4802884
2897,31,2528909,5070026
2898,19,1627455,4135844
2899,44,1156185,4560516
2900,39,3747671,5000676
2901,50,4264451,2929588
2902,15,3375316,4514930
2903,42,1393202,2792047
2904,36,503148,4455664
2905,28,873664,4002220
2906,19,2566829,632151
2907,12,2488363,2821177
2908,26,4140172,3863637
2909,16,736294,2557751
2910,8,170018,561177
2911,38,2878216,5323922
2912,9,3994881,1265403
2913,9,2400205,4259486
2914,36,215881,260384
2915,22,2175388,1883487
2916,15,195711,1504224
2917,12,1011722,1235563
2918,27,4304356,3564219
2919,7,1969381,3138520
2920,29,2462230,2683092
2921,11,427974,4284621
2922,48,1671066,2132071
2923,22,3496535,2242544
2924,9,794385,308362
2925,6,1185957,4150223
2926,28,1025258,3945114
2927,4,2829062,900247
2928,48,2703613,185265
2929,50,607010,4207028
2930,46,1983142,129198
2931,18,470546,2942319
2932,8,3553751,80130
2933,9,1135134,1505278
2934,50,3213779,879444
2935,36,3485911,698156
2936,2,3008634,1913154
2937,21,2502321,5421520
2938,14,3596742,1590894
2939,2,2057504,1589448
2940,5,3933454,3509939
2941,44,2841231,799967
2942,39,2239408,1160139
2943,49,2704128,1900397
2944,37,2734372,1775417
2945,32,2847008,4405986
2946,44,1685078,4571954
2947,26,2792263,4487521
2948,14,481057,2317093
2949,43,915349,5180188
2950,2,1362928,4886561
2951,39,843127,254565
2952,26,440832,5158328
2953,48,746277,992583
2954,40,1846880,1552827
2955,33,2827556,46001
2956,4,2326500,4041613
2957,33,3985528,3441858
2958,28,3494834,470144
2959,31,3179562,2564948
2960,18,4070634,2244456
2961,12,2395279,1380759
2962,20,3439067,307764
2963,22,1379371,534997
2964,38,797181,819453
2965,15,921615,431239
2966,30,713896,2044713
2967,15,3660538,4482287
2968,10,4103605,2167077
2969,46,3166173,1781644
2970,37,876270,376365
2971,5,1474061,1021817
2972,33,3161335,1468010
2973,29,4048141,4433336
2974,5,3894787,2474694
2975,28,2300942,2925692
2976,49,127758,1286861
2977,26,3091997,922784
2978,49,3556263,436070
2979,21,1228195,2742871
2980,41,3122127,2545137
2981,16,189399,378697
2982,12,4079424,414999
2983,17,722453,4687975
2984,7,3393784,2645545
2985,33,292653,1324639
2986,5,3029124,3795382
2987,23,1041476,2822879
2988,22,3845599,3882917
2989,18,200331,1775754
2990,26,2906474,4856647
2991,26,673457,327501
2992,34,2753145,827548
2993,19,3851214,3105480
2994,10,372998,2542697
2995,5,1268466,4686940
2996,38,2092158,5391481
2997,39,3940542,5198641
2998,17,2444238,2286779
2999,6,1161232,129651
3000,38,2782536,180359
3001,5,1834715,1055530
3002,16,2026429,696423
3003,42,2971502,2441368
3004,32,2194647,5113488
3005,49,2971190,5138182
3006,49,105114,556827
3007,24,281973,5419398
3008,11,1416646,4466603
3009,42,2893484,4940346
3010,5,3025680,195911
3011,9,2404667,5156901
3012,18,849286,4829368
3013,17,1721064,4323131
3014,33,96646,4524806
3015,38,2522666,4391144
3016,19,408319,4365950
3017,31,2296173,3389304
3018,47,751744,2831473
3019,42,2661675,2768454
3020,15,1973484,4512905
3021,20,3041927,4360905
3022,36,2928750,4457142
3023,20,2228950,3277151
3024,5,941554,4265794
3025,43,3401248,2805271
3026,33,4249272,620208
3027,41,1127383,4791565
3028,35,3324517,4976633
3029,26,806481,1352389
3030,10,2040742,3176362
3031,49,3004322,2718977
3032,44,84064,158593
3033,34,3732718,1335179
3034,19,2729326,3726480
3035,40,2006868,4578459
3036,4,3020052,4616157
3037,43,2808381,2693930
3038,12,3706379,1266015
3039,47,4078712,4785307
3040,46,2423161,4478775
3041,16,3789429,2072095
3042,41,830454,4247
3043,1,2389636,5104638
3044,12,1112628,4843760
3045,36,293087,218249
3046,22,2977103,1591139
3047,12,381125,609536
3048,31,2995345,293325
3049,48,3924385,24587
3050,50,1197798,4294604
3051,44,559417,2557316
3052,46,1640316,2577849
3053,10,3024143,4753762
3054,7,4278548,1185452
3055,4,2499137,1727395
3056,10,3542597,2731733
3057,15,440630,2926268
3058,1,2711772,4510018
3059,10,2671869,1370316
3060,2,1781760,1993352
3061,19,2421335,2011135
3062,37,4296911,5113263
3063,40,447006,4370291
3064,46,361487,1132074
3065,8,4022581,123723
3066,31,1770117,3250244
3067,21,38738,1406588
3068,10,891615,373096
3069,39,3871394,1365412
3070,42,4286140,226070
3071,33,1833930,2608004
3072,30,3964013,1699708
3073,38,689255,2440675
3074,33,223126,5073160
3075,26,1402587,452771
3076,2,1415575,2825187
3077,10,3393972,3717050
3078,34,3807612,3579456
3079,40,3676313,1471526
3080,12,3728550,1919410
3081,20,2807416,4240797
3082,40,3023429,3716877
3083,49,2723717,4064457
3084,28,1979942,3503002
3085,12,3608504,2198259
3086,4,505794,2666670
3087,49,341745,3222278
3088,33,3554772,3816971
3089,25,2108810,5160452
3090,7,2916439,3215657
3091,18,1877612,4298322
3092,21,1903927,480382
3093,22,4348046,2099098
3094,50,1888063,212027
3095,3,3625670,1862933
3096,17,621688,2800794
3097,35,2511580,4380988
3098,48,1090610,3159518
3099,48,114927,266650
3100,34,865137,1041705
3101,6,3865129,2418394
3102,39,558372,4928406
3103,36,2679326,3605900
3104,22,2527180,1107769
3105,14,3835877,933566
3106,8,3684381,1372395
3107,29,2784055,3093333
3108,38,3040478,5045999
3109,49,196374,2539049
3110,11,1412903,4125385
3111,13,620484,3691726
3112,23,1451357,1331186
3113,27,1317607,5020117
3114,34,3684882,2882211
3115,20,3350210,1294789
3116,18,1509105,4194126
3117,4,3042634,3440370
3118,2,2324771,1737407
3119,36,3609396,5348285
3120,42,2200323,55076
3121,18,2173862,1280474
3122,10,2523074,2075624
3123,30,4344157,2903815
3124,19,956835,4915073
3125,12,1292679,3741394
3126,19,2193199,4287916
3127,35,2457300,2404228
3128,33,4290872,4730528
3129,5,2780117,363462
3130,3,4295386,4931967
3131,25,3186267,3520751
3132,29,2923844,3832474
3133,41,1672670,1622730
3134,31,343645,3499698
3135,25,3220426,3195231
3136,48,4086786,2612430
3137,23,2688343,165494
3138,33,4339210,4968571
3139,28,1660623,1529291
3140,21,869436,3996965
3141,29,2802320,3776511
3142,43,1930579,4876252
3143,20,3474207,748947
3144,31,3096423,2858700
3145,46,1994694,3621499
3146,8,2779958,1483125
3147,24,2140679,2648182
3148,18,520526,1263284
3149,32,1296143,1991820
3150,5,4074744,5310279
3151,30,340918,2718403
3152,24,518655,3119289
3153,28,1412498,2614514
3154,42,2165326,4629294
3155,15,1117956,4274155
3156,28,227094,2533775
3157,36,3870303,1562063
3158,36,12212,3140322
3159,35,2476115,1808473
3160,39,1629868,1108544
3161,28,3878342,4305566
3162,43,1593522,2699637
3163,26,1804051,2885617
3164,4,3855714,2484603
3165,15,2653913,3170654
3166,19,521933,966576
3167,33,3644165,2750176
3168,8,3715335,4047433
3169,4,317983,3752813
3170,15,2561894,1630116
3171,17,180775,1003256
3172,14,3302553,2498822
3173,29,651350,4564544
3174,15,1279692,868101
3175,10,3898577,241198
3176,36,3825055,668193
3177,50,813090,1868882
3178,33,710429,350917
3179,24,221879,1635462
3180,34,3640025,4203207
3181,15,3160589,4099181
3182,49,1624832,3107482
3183,22,878860,4468672
3184,6,3305113,1906627
3185,48,4224581,3356662
3186,23,2009672,1693246
3187,23,4174188,3398800
3188,23,3930726,3649878
3189,39,372003,5324145
3190,8,210027,1120898
3191,43,1597804,2723729
3192,36,3247449,2421365
3193,5,3532586,937224
3194,34,4152922,1715743
3195,33,3828780,3156030
3196,33,277672,2547415
3197,39,111852,772845
3198,27,2185896,2598519
3199,22,2287205,101626
3200,19,109871,2672647
3201,50,2314570,411421
3202,22,3245014,5314045
3203,28,1059977,4894120
3204,45,1680315,1778088
3205,3,2615347,4059950
3206,17,4186157,4804263
3207,46,3361253,1162590
3208,34,3839900,100744
3209,10,626988,4062320
3210,15,3967019,3568647
3211,47,87385,2856697
3212,28,112303,3533256
3213,41,12921,2202449
3214,48,868563,890853
3215,14,346312,2926925
3216,3,492206,1418215
3217,47,678876,803233
3218,17,301390,3593227
3219,42,3293942,189205
3220,22,3718894,3404924
3221,19,1650188,5195829
3222,16,3496274,1179087
3223,37,3169173,1700926
3224,30,1750618,2285420
3225,30,1346462,2109360
3226,7,2139854,874629
3227,17,1208448,465897
3228,20,3673670,509591
3229,43,2727898,2155931
3230,46,2365548,2267245
3231,36,2597367,2935571
3232,1,680997,2768953
3233,38,3320169,5087002
3234,18,891293,1281339
3235,42,1101152,1545623
3236,7,1702232,2466777
3237,25,573630,1591653
3238,26,3999188,4676917
3239,27,1843119,4176527
3240,32,999948,4877042
3241,23,3794109,152140
3242,7,3205769,301820
3243,33,3589306,3819967
3244,42,92446,4511611
3245,20,2994907,3411887
3246,39,2214711,3060626
3247,14,2292253,2828113
3248,47,3715203,2292202
3249,38,1519193,1768890
3250,46,3473859,5234459
3251,16,1498486,4470655
3252,45,3123471,2666808
3253,34,3643449,1745652
3254,6,1785004,4899667
3255,32,1436690,2129848
3256,44,2728092,2994560
3257,16,320385,3516229
3258,40,584406,3027129
3259,13,1276969,5139174
3260,34,3481997,4870858
3261,44,1652602,4142516
3262,30,334428,3652105
3263,11,2121006,3529599
3264,43,1841841,3823654
3265,44,978936,4155765
3266,7,698386,3760487
3267,48,2626300,4383452
3268,29,686170,1853764
3269,8,1056287,950741
3270,28,665657,968332
3271,26,1642199,4622034
3272,24,3381005,2570437
3273,40,1278918,1804000
3274,17,136395,2572177
3275,15,1125756,5199045
3276,26,183584,4140340
3277,17,1843909,2863065
3278,17,4238957,5034198
3279,14,4188792,4619688
3280,24,1579514,4309437
3281,8,2917137,3769231
3282,6,1062005,2398969
3283,12,4243460,5170619
3284,33,1900077,1373484
3285,26,247553,4477673
3286,6,825449,4987571
3287,39,2787824,1799204
3288,18,610462,4453941
3289,33,2379778,944398
3290,47,3386471,3637484
3291,17,1612465,2357867
3292,50,3591394,2368650
3293,1,591244,3403701
3294,28,2142357,2009222
3295,24,1997746,4215492
3296,22,327591,3063161
3297,24,2348745,1177320
3298,39,4033776,1225669
3299,49,210634,5058248
3300,9,3877775,1235538
3301,39,3455274,5239866
3302,36,4078402,507175
3303,11,4335252,291810
3304,25,1826982,1883472
3305,26,1876266,2801651
3306,38,4180754,3211569
3307,33,3815818,4898093
3308,5,1116232,5184027
3309,3,2714142,1860232
3310,50,1395581,1206865
3311,26,2442327,3287141
3312,4,3463640,2838145
3313,18,1560513,5292367
3314,13,548733,2860721
3315,25,569784,2798736
3316,38,3123757,4132133
3317,6,3303477,1893643
3318,26,1062836,1099467
3319,48,3192378,2297213
3320,32,854013,4013256
3321,33,2412058,3230773
3322,50,4242315,1352237
3323,18,1592195,188884
3324,48,392053,371924
3325,24,1106877,2335576
3326,15,3102161,3130246
3327,23,2205852,813840
3328,2,2632447,4252431
3329,12,3850119,2993961
3330,2,1293230,790628
3331,34,758822,1231308
3332,19,495213,2172237
3333,33,1615671,674559
3334,27,1680243,2106888
3335,10,1925028,2185702
3336,5,1960425,3455080
3337,10,4005111,2704417
3338,7,1001035,300855
3339,20,3096786,5089122
3340,42,3690306,3262064
3341,32,1564769,957694
3342,5,2242423,2050706
3343,36,679351,4983262
3344,15,1148723,2944381
3345,4,3075143,4108200
3346,11,3422287,982973
3347,28,2630922,1837097
3348,22,3542065,1284177
3349,30,2702984,2207351
3350,23,1136860,4973111
3351,43,1183216,4581482
3352,29,1505278,775633
3353,39,1172800,1276240
